Speaker,Utterance,File_ID
g,<ds>okay</ds>,q6ec2
f,<ds>right</ds>,q6ec2
g,now,q6ec2
g,if you move left and along the bottom of the lake until the lake finishes,q6ec2
f,<ds>yeah</ds> hang on i've done this wrong,q6ec2
g,<ds>no</ds>,q6ec2
g,<ds>yeah</ds>,q6ec2
f,<ds>right</ds>,q6ec2
f,i was underneath the tree,q6ec2
g,<ds>uh-huh</ds>,q6ec2
f,and i've done a very squiggly line,q6ec2
g,<ds>yeah</ds>,q6ec2
f,and i went up and along left and then up again,q6ec2
g,you went up,q6ec2
f,and <ds>a--</ds> up and along and up,q6ec2
g,up along to the left and then up,q6ec2
f,<ds>uh-huh</ds>,q6ec2
f,and i'm about two thirds along the lake,q6ec2
g,from the left of the lake two thirds along,q6ec2
f,and,q6ec2
f,<ds>no</ds>,q6ec2
f,two thirds along from the right,q6ec2
g,<ds>i see</ds>,q6ec2
g,<ds>no</ds> you want to be two thirds along from the left,q6ec2
f,<ds>okay</ds>,q6ec2
f,so after the rocket launch,q6ec2
g,<ds>yeah</ds>,q6ec2
f,<ds>okay</ds>,q6ec2
f,and then where do i go up to the lake and along left,q6ec2
g,now wh--,q6ec2
g,where you are from where you are at the moment if you were,q6ec2
f,making a right pig's ear of this map,q6ec2
g,if you move,q6ec2
g,left and along the base of the lake,q6ec2
f,<ds>okay</ds>,q6ec2
f,<ds>okay</ds> all along right,q6ec2
g,until the lake finishes,q6ec2
f,<ds>well</ds>,q6ec2
f,the lake's quite long,q6ec2
g,<ds>yeah</ds>,q6ec2
f,<ds>right</ds> <ds>okay</ds>,q6ec2
g,now,q6ec2
g,you ought to be standing at the,q6ec2
f,<ds>mmhmm</ds>,q6ec2
f,do you want me to go down a bit,q6ec2
g,<ds>no</ds>,q6ec2
g,you ought to be standing,q6ec2
g,if the lake continued down if the edge of the lake wasn't curved,q6ec2
f,<ds>mm</ds> upwards,q6ec2
g,<ds>yeah</ds>,q6ec2
f,<ds>mmhmm</ds>,q6ec2
g,then you ought to be standing at the extreme left edge of the lake,q6ec2
f,<ds>yeah</ds>,q6ec2
g,you are,q6ec2
f,<ds>mmhmm</ds>,q6ec2
g,<ds>well</ds>,q6ec2
g,that's you finished,q6ec2
f,<ds>oh</ds>,q6ec2
g,<ds>right</ds> <ds>eh</ds> from start position you move down past the camera shop to the bottom left corner,q4ec4
f,<ds>right</ds> <ds>right</ds>,q4ec4
f,the camera shop's ri-- directly below the start position right,q4ec4
g,<ds>yes</ds>,q4ec4
g,you move down to l-- past the left-hand side of the camera shop,q4ec4
f,<ds>no</ds> <ds>right</ds>,q4ec4
g,and have you got parked van marked there beneath the camera shop,q4ec4
f,<ds>no</ds>,q4ec4
f,no-- it's just allotments to the <ds>eh</ds> right,q4ec4
g,<ds>no</ds>,q4ec4
f,and slightly below,q4ec4
g,you move,q4ec4
g,<ds>well</ds> approximately three inches below the camera shop you make an arc and then move up up and around the left-hand side of the allotments,q4ec4
f,and where do i stop,q4ec4
g,stop just at the bot-- the top right corner of the allotments just above that little shed,q4ec4
f,<ds>right</ds>,q4ec4
f,<ds>right</ds>,q4ec4
g,then you move in an angle slo-- sloping slightly upwards to approximately a third of the way across the page from the right and stop,q4ec4
f,so what is this <ds>eh</ds> there's a flight museum here on the,q4ec4
g,it's not marked on my map,q4ec4
f,<ds>oh</ds> <ds>right</ds>,q4ec4
f,<ds>ehm</ds> it's <ds>eh</ds> on the same level as the start position basically,q4ec4
g,slightly below approximately on level with the top of the camera shop,q4ec4
f,<ds>right</ds>,q4ec4
f,so you make an angle and that's a straight line,q4ec4
g,a straight line <ds>yes</ds>,q4ec4
f,<ds>right</ds>,q4ec4
f,from there to just above the camera shop,q4ec4
g,<ds>yeah</ds>,q4ec4
g,approximately two thirds away t-- from the right-hand side of the page,q4ec4
f,<ds>uh</ds> from the right-hand side of the page,q4ec4
g,<ds>no</ds> sorry,q4ec4
g,one third away from the right-hand side of the page,q4ec4
f,<ds>right</ds>,q4ec4
f,that's just below the flight museum,q4ec4
f,<ds>okay</ds>,q4ec4
g,<ds>well</ds> pu--,q4ec4
g,have you got yacht club marked bottom right corner,q4ec4
f,<ds>yes</ds> <ds>uh-huh</ds>,q4ec4
g,<ds>well</ds> it's just slightly to the left of the yacht club on a level with the camera shop roof,q4ec4
f,<ds>okay</ds>,q4ec4
f,and where do we go after that,q4ec4
g,you turn straight up the page and make a straight line which curves over and around top of the disused monastery,q4ec4
g,have you got that mark,q4ec4
f,what on top of the monastery,q4ec4
g,above the monastery,q4ec4
f,and t-- <ds>uh</ds> <ds>right</ds> <ds>okay</ds> that's okay,q4ec4
g,to the left up the to the right and then curves over to the left,q4ec4
f,<ds>right</ds>,q4ec4
f,so we're going from like above the allotments to just above the yacht club no just above but <ds>ehm</ds> about,q4ec4
g,approximately three inches,q4ec4
f,same level as the camera shop basically,q4ec4
g,three four inches,q4ec4
g,<ds>yeah</ds>,q4ec4
f,and then <ds>eh</ds> from there going to disused monastery,q4ec4
g,<ds>yes</ds>,q4ec4
f,<ds>right</ds>,q4ec4
g,curving around the top of the disused monastery,q4ec4
f,<ds>yeah</ds> <ds>right</ds>,q4ec4
f,<ds>right</ds>,q4ec4
f,so curve around the disused monastery then where,q4ec4
g,and stop on the level with the base of it then the curve reverses itself and goes approximately li-- like it was before and then goes vertically up the side of the gr-- the alpine garden,q4ec4
f,<ds>right</ds>,q4ec4
f,could you just say that again,q4ec4
g,right from the disused monastery the left-hand side of disused monastery the curve makes a dip rather than a rise a trough,q4ec4
f,<ds>right</ds>,q4ec4
g,and stops level with the left-hand side of the alpine garden,q4ec4
f,<ds>right</ds>,q4ec4
f,so it's a a curve <ds>eh</ds> pointing upwards to get to the disused monastery,q4ec4
g,<ds>no</ds>,q4ec4
g,a curve poin-- going down the way <ds>uh</ds>,q4ec4
f,that's what i mean,q4ec4
f,i mean <ds>eh</ds> the apex of the curve is higher than the two base points basically,q4ec4
g,<ds>yes</ds>,q4ec4
f,<ds>right</ds>,q4ec4
f,and then a the reverse of the concavity of the thing to come round to the alpine garden,q4ec4
g,<ds>yeah</ds>,q4ec4
g,you stop on a level with the <ds>m--</ds> disused monastery to slightly to the left of the alpine garden,q4ec4
f,<ds>right</ds>,q4ec4
f,<ds>right</ds>,q4ec4
g,then you go up vertically 'til just above the alpine garden,q4ec4
g,then you mak-- go right to the end of the alpine garden,q4ec4
g,then vertically again to the top of the youth hostel,q4ec4
f,there is no youth hostel,q4ec4
g,then about three inches,q4ec4
f,where was the youth hostel,q4ec4
g,youth hostel was t-- upwards and to the right of the alpine garden if you go up from four inches from where you stopped at the alpine garden vertically,q4ec4
f,<ds>right</ds>,q4ec4
f,right i think i know where it is,q4ec4
f,<ds>right</ds> <ds>ehm</ds> where where would i be going after that,q4ec4
g,after where,q4ec4
f,after the this youth hostel,q4ec4
g,after youth hostel,q4ec4
g,you'd be going an inch to your right and then a diagonal line sloping at approximately <ds>eh</ds> what'd it be now hundred and thirty five degrees from vertical,q4ec4
f,<ds>right</ds>,q4ec4
f,<ds>eh</ds> can you give me a name of an object i'll be going to,q4ec4
g,the telephone box,q4ec4
f,<ds>right</ds> <ds>okay</ds> <ds>uh</ds> <ds>right</ds>,q4ec4
f,so i go up just below th-- just to below the parked van,q4ec4
f,have you got a parked van,q4ec4
g,<ds>no</ds>,q4ec4
g,you go to about t-- two inches below the parked van,q4ec4
f,<ds>right</ds>,q4ec4
f,<ds>right</ds>,q4ec4
f,and then from there,q4ec4
g,you go,q4ec4
f,so it's,q4ec4
g,two inches right from that and then a straight line diagonally 'til underneath the telephone box,q4ec4
f,<ds>right</ds>,q4ec4
f,<ds>all right</ds>,q4ec4
f,underneath the telephone telephone box,q4ec4
g,<ds>yes</ds>,q4ec4
f,<ds>right</ds>,q4ec4
g,not directly underneath it,q4ec4
g,you're going to draw a s-- you're going to have to draw a straight line adding on to that that passes underneath the telephone box,q4ec4
f,<ds>right</ds> <ds>right</ds> <ds>okay</ds>,q4ec4
f,<ds>okay</ds>,q4ec4
g,then there's a straight line going under the telephone box,q4ec4
f,<ds>right</ds>,q4ec4
g,and a vertical line going up the right-hand side of the telephone box,q4ec4
f,and where does it go to,q4ec4
g,it stops about level with the top of the telephone box,q4ec4
g,then there's a sort of exponential curve that goes up to your right from that point and it starts to become vertical to the left of the telephone box on a l-- line left of the telephone box,q4ec4
f,and where's it going to is it going to the level crossing,q4ec4
g,it's going,q4ec4
g,not marked on my map,q4ec4
g,it's going to the right to the left of the thatched mud hut and,q4ec4
f,i don't have a thatched mud hut,q4ec4
g,<ds>no</ds>,q4ec4
f,whe-- have you got an east lake,q4ec4
g,<ds>yes</ds>,q4ec4
g,it stops approximately th-- on a line through the middle of the east lake,q4ec4
f,<ds>mm</ds> <ds>right</ds>,q4ec4
f,<ds>ehm</ds> <ds>well</ds> i've got a level crossing just below the the the <ds>ehm</ds> east lake,q4ec4
g,it'll probably mean go through that then,q4ec4
f,through the level crossing,q4ec4
f,<ds>ehm</ds> aren't we meant to <ds>eh</ds> avoid obstacles,q4ec4
g,avoid them,q4ec4
f,<ds>yeah</ds>,q4ec4
g,<ds>right</ds> <ds>ehm</ds>,q4ec4
f,i need to go <ds>ehm</ds> where where is it going is it going to <ds>eh</ds> <ds>eh</ds> parked van or some place,q4ec4
g,<ds>ehm</ds> <ds>no</ds>,q4ec4
f,<ds>eh</ds> where,q4ec4
g,it's going to the right of the parked van underneath the lef-- the very left-hand point of the east lake,q4ec4
f,<ds>right</ds>,q4ec4
f,so it's between <ds>ehm</ds>,q4ec4
g,it's on a level with the picket fence,q4ec4
g,have you got that top left corner,q4ec4
f,<ds>yeah</ds> i've got that,q4ec4
g,the finish point is on a level with that underneath the most left point of the east lake,q4ec4
f,<ds>right</ds>,q4ec4
f,<ds>r--</ds> i'll go round it the level crossing,q4ec4
f,<ds>okay</ds>,q4ec4
g,<ds>right</ds>,q4ec4
f,is it a straight line or a curve,q4ec4
g,it curves,q4ec4
g,<ds>eh</ds> if the telephone box is there it curves up and then goes like that,q4ec4
f,<ds>right</ds>,q4ec4
g,from that's from seen from my point of view,q4ec4
f,and that's from the right-hand side of the telephone box,q4ec4
g,from the right-hand side of the telephone box it goes to the left-hand point,q4ec4
f,<ds>right</ds>,q4ec4
f,<ds>well</ds> i can't do an exponential so,q4ec4
g,that's the path marked there,q4ec4
f,i'll see what i can do,q4ec4
f,<ds>right</ds>,q4ec4
g,that you at the finish point,q4ec4
f,i'm just at the <ds>eh</ds> left-hand bottom corner of the east lake,q4ec4
g,the left-hand bot-- corner,q4ec4
g,you go just about an inch to your left,q4ec4
f,<ds>right</ds>,q4ec4
g,and that's the finish point,q4ec4
g,on a level with the picket fence,q4ec4
f,<ds>right</ds>,q4ec4
f,on a level with the picket fence,q4ec4
g,<ds>erm</ds>,q8ec4
g,are you at the cross at the start,q8ec4
f,<ds>okay</ds> <ds>yeah</ds>,q8ec4
g,<ds>right</ds> <ds>so</ds>,q8ec4
g,go er about two inches to your <ds>ehm</ds> to your left at a sort of <ds>a--</ds> angle,q8ec4
f,two inches to the my,q8ec4
g,your left a sort of angle about forty-five degrees,q8ec4
f,what's two inches sort about,q8ec4
g,<ds>well</ds> it's two inches,q8ec4
g,i don't know actually er,q8ec4
g,er well ten centimetres then maybe say,q8ec4
f,ten er to forty-five degrees slope,q8ec4
g,to the horizontal,q8ec4
f,have you got allotments to my right is it,q8ec4
g,<ds>no</ds>,q8ec4
g,it's different it's a different map <ds>ehm</ds>,q8ec4
f,<ds>yeah</ds>,q8ec4
f,<ds>erm</ds> t-- it can't be to my left anyway 'cause that's off the page from the start,q8ec4
g,<ds>well</ds>,q8ec4
g,it's to my right so it must be to your left,q8ec4
f,<ds>no</ds>,q8ec4
f,it's the map's turned round so it must be to my right as well if it's to your right it's to my right,q8ec4
g,<ds>oh</ds> right sorry,q8ec4
g,<ds>right</ds>,q8ec4
g,go to your right then ten centimetres to your right,q8ec4
f,<ds>erm</ds> right along or to an angle did you say,q8ec4
g,<ds>well</ds> i,q8ec4
g,imagine there's like a <ds>ehm</ds> a line like horizontal,q8ec4
g,<ds>right</ds>,q8ec4
f,<ds>yeah</ds>,q8ec4
g,and then let's say f-- ph thirty degrees up the way,q8ec4
g,so it's at an angle,q8ec4
f,up the way,q8ec4
f,up the way,q8ec4
g,so it's like an angle like that,q8ec4
f,up the way,q8ec4
g,<ds>oh</ds> dear,q8ec4
f,angled up,q8ec4
f,t-- do you have a lake,q8ec4
g,<ds>uh-huh</ds>,q8ec4
f,just above the start point right,q8ec4
g,<ds>right</ds>,q8ec4
f,how does it go from there,q8ec4
g,down below that,q8ec4
g,down below that,q8ec4
g,to about halfway down the middle of the lake,q8ec4
f,halfway,q8ec4
f,what's that halfway what,q8ec4
g,the b-- see where the bottom of the the bottom line of the lake,q8ec4
f,<ds>yeah</ds> er,q8ec4
g,<ds>right</ds>,q8ec4
f,to the right-hand side underneath it,q8ec4
g,<ds>uh-huh</ds> about a,q8ec4
f,<ds>yeah</ds>,q8ec4
g,<ds>right</ds>,q8ec4
f,<ds>yeah</ds>,q8ec4
g,about halfway under that,q8ec4
f,halfway well never mind,q8ec4
g,<ds>right</ds>,q8ec4
g,see the bottom line of the lake right,q8ec4
f,<ds>oh</ds> you mean halfway from just where i would be if i went across <ds>oh no</ds>,q8ec4
g,<ds>right</ds>,q8ec4
g,see the bottom line of the lake right,q8ec4
f,<ds>right</ds>,q8ec4
g,halfway along that,q8ec4
f,halfway along okay,q8ec4
g,<ds>right</ds>,q8ec4
f,<ds>right</ds>,q8ec4
g,and then,q8ec4
g,then,q8ec4
g,straight down,q8ec4
f,straight down,q8ec4
g,about,q8ec4
g,er maybe five centimetres,q8ec4
f,right i've got some allotments here,q8ec4
f,so does it go to your right again does it go right,q8ec4
g,it sort of curves round,q8ec4
f,curves round okay right,q8ec4
g,and then then,q8ec4
f,along to your right,q8ec4
g,"it's like an ""s"" shape right but n-- not like a steep ""s"" shape like a sort of er sort of stretched out ""s"" shape",q8ec4
f,<ds>right</ds>,q8ec4
g,a wee bit <ds>ehm</ds> 'til you're about er halfway down the page when you get to the bottom curve that comes back out the way,q8ec4
f,<ds>erm</ds> do i go along right,q8ec4
g,and then you go to your left,q8ec4
f,go to my left,q8ec4
g,for about er five centimetres,q8ec4
f,is there an obstacle down at the bottom left-hand corner of your page,q8ec4
g,er but you shouldn't be down there,q8ec4
g,this is you're over on the right-hand side at the right-hand si-- half of your page,q8ec4
f,<ds>erm</ds> <ds>well</ds>,q8ec4
f,a we-- is it called the west lake the start,q8ec4
g,<ds>no</ds>,q8ec4
g,it's east lake at the start of mine,q8ec4
f,<ds>oh</ds>,q8ec4
f,i've got a start at the west lake,q8ec4
f,have we got the right maps,q8ec4
g,<ds>right</ds>,q8ec4
g,<ds>well</ds> i don't have i don't know about,q8ec4
g,are you over at the right-hand side how about halfway down the page at the moment,q8ec4
f,<ds>okay</ds>,q8ec4
f,eas-- hold on start up at the east lake,q8ec4
f,where's the start,q8ec4
g,what do you want me to start again,q8ec4
f,<ds>yeah</ds>,q8ec4
f,'cause i've got a start underneath the west lake so i'm at,q8ec4
g,<ds>oh</ds> do you know what i've been doing <ds>oh</ds> god,q8ec4
f,what,q8ec4
g,i've i've started from the finish that's why i wasnae even looking at that i just saw the cross er right,q8ec4
g,oops right,q8ec4
g,so we should be at the bottom left-hand corner of the map here right,q8ec4
g,i've went through the the other way round that's really stupid right <ds>eh</ds>,q8ec4
f,<ds>right</ds>,q8ec4
f,<ds>okay</ds> <ds>right</ds>,q8ec4
g,so the start's about,q8ec4
f,you're at the west lake,q8ec4
g,the start's about a third of the way up the page,q8ec4
f,<ds>yeah</ds> <ds>no</ds> it's <ds>all right</ds>,q8ec4
g,<ds>right</ds>,q8ec4
f,i've got that marked on,q8ec4
g,<ds>right</ds>,q8ec4
f,and i've got west lake above it,q8ec4
g,<ds>well</ds> i've not got that,q8ec4
f,just above to the right,q8ec4
g,<ds>no</ds> wonder we're having problems there,q8ec4
g,right so er,q8ec4
g,just sort of go to your left,q8ec4
f,go to my left,q8ec4
g,about a centimetre,q8ec4
f,<ds>oh</ds> w-- a centimetre right hold on right now a centimetre okay right,q8ec4
g,and then go straight down,q8ec4
f,straight down,q8ec4
f,to where how long,q8ec4
g,to about two centimetres from the bottom of the page,q8ec4
f,two centimetres from the bottom of the page okay,q8ec4
g,then go to your right about <ds>eh</ds> five centimetres,q8ec4
f,five centimetres right,q8ec4
g,and then go,q8ec4
f,er ch do you have any an allotments,q8ec4
g,<ds>uh-huh</ds>,q8ec4
f,allotments <ds>yeah</ds>,q8ec4
f,<ds>right</ds>,q8ec4
g,so you,q8ec4
f,where is it with respect to that,q8ec4
g,<ds>well</ds>,q8ec4
g,if you go straight up the way you'll be hitting the allotments so,q8ec4
f,<ds>yeah</ds> <ds>right</ds> <ds>yeah</ds>,q8ec4
g,<ds>well</ds> s--,q8ec4
g,just go straight up the way so you're a bit left of the allotments,q8ec4
f,just left,q8ec4
g,up about half a centimetre ef-- left,q8ec4
f,<ds>okay</ds> <ds>right</ds>,q8ec4
g,and then like curve round the top of the allotments,q8ec4
f,<ds>okay</ds>,q8ec4
g,and then go in an angle about say thirty degrees from the,q8ec4
g,say the allotments are the horizontal right,q8ec4
f,<ds>yeah</ds>,q8ec4
g,go in an angle about thirty degrees up from that,q8ec4
g,<ds>right</ds>,q8ec4
f,from the left-hand side of the or the right-hand side of the allotments above the right-hand side,q8ec4
g,above the right-hand side,q8ec4
f,thirty degrees,q8ec4
g,roughly,q8ec4
g,and then say about <ds>ehm</ds> <ds>eh</ds> over to about two thirds of the way over the side of the page to the right,q8ec4
f,<ds>erm</ds> do you have a flight museum anywhere,q8ec4
g,<ds>no</ds>,q8ec4
f,<ds>no</ds>,q8ec4
f,<ds>erm</ds> what is it two thirds the way across the page an angle of thirty degrees okay,q8ec4
f,two thirds right should be about there <ds>yeah</ds> okay,q8ec4
g,and then you go straight up say about er to about halfway up the page,q8ec4
f,halfway up,q8ec4
f,is there a disused monastery,q8ec4
g,<ds>mmhmm</ds>,q8ec4
f,there <ds>yeah</ds>,q8ec4
g,<ds>so</ds> <ds>y--</ds> right where you are at the moment's just like see where it says disused monastery right,q8ec4
f,<ds>yeah</ds>,q8ec4
g,you should just be about next to that where it says that,q8ec4
f,<ds>okay</ds> <ds>right</ds>,q8ec4
f,and do i go underneath it or above it,q8ec4
g,and then,q8ec4
g,over the top of it,q8ec4
f,over the top,q8ec4
f,<ds>okay</ds>,q8ec4
f,round to my,q8ec4
g,round and then and then li-- when you're round the side of that a l-- a straight line to about er maybe ten centimetres out from the side the left-hand side of the page,q8ec4
f,six centimetres right,q8ec4
f,do you have an alpine garden just above you,q8ec4
g,<ds>uh-huh</ds>,q8ec4
f,<ds>yes</ds>,q8ec4
f,how does it go,q8ec4
g,so you,q8ec4
g,<ds>well</ds>,q8ec4
g,it goes to the left of that,q8ec4
f,to the left okay,q8ec4
g,so and then you're up to the top of the alpine garden,q8ec4
f,<ds>okay</ds>,q8ec4
g,and then you go to your right about er five centimetres maybe,q8ec4
f,<ds>okay</ds>,q8ec4
g,and then straight up,q8ec4
g,have you got a youth hostel,q8ec4
f,<ds>no</ds>,q8ec4
f,whereabouts is the youth hostel,q8ec4
g,<ds>well</ds>,q8ec4
g,it's sort of directly above the alpine garden except a bit to the right so <ds>eh</ds>,q8ec4
f,slightly to the right okay,q8ec4
f,directly above it how much,q8ec4
g,<ds>well</ds>,q8ec4
g,where are you just now,q8ec4
f,<ds>erm</ds> about one centimetre from the side of the alpine garden that's above it and along one,q8ec4
